id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
44762,ULMX,small_airport,Krasnoshchelye Airport,67.34799957,37.07699966,492,EU,RU,RU-MUR,Krasnoshchelye,no,ULMX,,,,,"Krasnoschelye Airport, Аэропорт Краснощелье, УЛМЬ"
311778,DE-0131,small_airport,Uslar Airfield,51.6619,9.6044,850,EU,DE,DE-NI,Uslar,no,,,,http://www.segelflug.de/vereine/uslar/,,
38138,SWWQ,heliport,UNB Autotrac Heliport,-15.772322,-47.870034,3435,SA,BR,BR-DF,Brasília,no,,,,,,SWWQ
317201,US-0293,heliport,Harbor/UCLA Medical Center Heliport,33.8292,-118.2926,55,NA_,US,US-CA,Torrance,no,,,,,,
18335,K08K,small_airport,Harvard State Airport,40.65140152,-98.07980347,1815,NA_,US,US-NE,Harvard,no,K08K,,08K,,,
39319,SCVY,small_airport,Malla Airport,-38.69138718,-72.28555298,820,SA,CL,CL-AR,Vilcun,no,SCVY,,,,,
13199,6B0,small_airport,Middlebury State Airport,43.98479843,-73.09590149,490,NA_,US,US-VT,Middlebury,no,6B0,,6B0,,https://en.wikipedia.org/wiki/Middlebury_State_Airport,
32408,WBKH,small_airport,Sahabat [Sahabat 16] Airport,5.087779999,119.0940018,40,AS,MY,MY-12,Sahabat,no,WBKH,SXS,,,,
36948,SJWM,small_airport,Fazenda Sanga Funda Airport,-13.0666666,-58.70583344,1949,SA,BR,BR-MT,Sapezal,no,SJWM,,,,,
325506,US-0730,small_airport,Hogg Field,31.350488,-95.159883,332,NA_,US,US-TX,Kennard,no,TS99,,TS99,,,
10284,38LL,heliport,Gateway Regional Medical Center Heliport,38.70830154,-90.14389801,425,NA_,US,US-IL,Granite City,no,38LL,,38LL,,,
23962,P45,small_airport,Mount Pleasant/Scottdale Airport,40.10839844,-79.54139709,1160,NA_,US,US-PA,Mount Pleasant,no,P45,,P45,,,
21648,LS14,small_airport,Lyon Airport,30.070999,-92.825104,6,NA_,US,US-LA,Thornwell,no,LS14,,LS14,,,3L0
44887,NO-0019,small_airport,Bjorli Airfield,62.23500061,8.246666908,1915,EU,NO,NO-05,Lesja,no,,,,,,
41777,UZ-0090,small_airport,Karadarya East Airport,40.0141983,66.29219818,1563,AS,UZ,UZ-SA,Karadarya,no,,,,,,
315811,MX-0070,small_airport,Loma Roja Airport,19.2526,-97.6775,7721,NA_,MX,MX-PUE,Rafael Lara Grajales,no,,,RLS,,,
24504,SD13,small_airport,Hofer Private Airport,44.86660004,-98.0719986,1368,NA_,US,US-SD,Doland,no,SD13,,SD13,,,
16397,AZ09,closed,Sergio Private Airport,34.804483,-114.113166,1900,NA_,US,US-AZ,Yucca,no,,,,,,"AZ09, sergio, yucca"
32716,FZIR,small_airport,Yangambi Airport,0.782999992,24.46699905,1378,AF,CD,CD-OR,Yangambi,no,FZIR,YAN,,,,
20413,KM17,small_airport,Bolivar Municipal Airport,37.59609985,-93.34770203,1092,NA_,US,US-MO,Bolivar,no,KM17,,M17,,,
319452,IT-0287,small_airport,"Campo di Volo ""Banana""",45.59759,12.303003,6,EU,IT,IT-34,Casale sul Sile (TV),no,,,TVCAS,,,Banana
1244,CKV4,small_airport,North of Sixty Airport,60.31639862,-103.1289978,1195,NA_,CA,CA-NT,Obre Lake,no,CKV4,YDW,CKV4,,https://en.wikipedia.org/wiki/Obre_Lake/North_of_Sixty_Airport,KV4
37372,SNZH,small_airport,Fazenda Pequena Holanda Airport,-9.009188,-46.136162,2835,SA,BR,BR-MA,Alto Parnaíba,no,SIWD,,MA0026,,,SNZH
30925,ZPDL,medium_airport,Dali Airport,25.649401,100.319,7050,AS,CN,CN-53,Xiaguan,yes,ZPDL,DLU,,,https://en.wikipedia.org/wiki/Dali_Airport,Dali Air Base
324860,US-0642,small_airport,Malinchak Private Airport,35.796263,-96.428147,906,NA_,US,US-OK,Bristow,no,OK69,,OK69,,,
32738,YWAC,small_airport,Wauchope Airport,-20.640614,134.215276,1186,OC,AU,AU-NT,Wauchope,no,YWAC,WAU,,,,
32354,SPIP,small_airport,Satipo Airport,-11.2625,-74.647778,2099,SA,PE,PE-JUN,Satipo,no,SPIP,,,,,
32088,OEHR,small_airport,Haradh Airport,24.09653,49.22432,110,AS,SA,SA-04,Harad,no,OEHR,,,,https://en.wikipedia.org/wiki/Haradh_Airport,
14318,7OH6,heliport,Karam Heliport,41.14580154,-81.51860046,1020,NA_,US,US-OH,Cuyahoga Falls,no,7OH6,,7OH6,,,
335235,BR-0801,small_airport,Estância Primavera Airstrip,-30.058095,-55.435554,482,SA,BR,BR-RS,Alegrete,no,SNEA,,RS0082,,,
32351,SPDO,small_airport,Mollendo Airport,-17.04540062,-71.98370361,9,SA,PE,PE-ARE,Mollendo,no,SPDO,,,,,
12923,63TE,small_airport,Flying S Ranch Airport,31.35350037,-95.20580292,370,NA_,US,US-TX,Kennard,no,63TE,,63TE,,,
2482,EGTG,closed,Bristol Filton Airport,51.51940155,-2.590830088,226,EU,GB,GB-ENG,Bristol,no,EGTG,FZO,,http://www.bristolfilton.co.uk/,https://en.wikipedia.org/wiki/Bristol_Filton_Airport,RAF Filton
23230,NM10,small_airport,Tequesquite Ranch Airport,35.87919998,-103.8130035,4500,NA_,US,US-NM,Albert,no,NM10,,NM10,,,
320120,CA-0593,closed,Shortts Lake Water Aerodrome,45.2389,-63.3286,122,NA_,CA,CA-NS,Shortts Lake,no,,,CR5,,,
322714,SNXE,small_airport,Aero Z Ferrus Airport,0.993333,-51.120833,249,SA,BR,BR-AP,Ferreira Gomes,no,SNXE,,SNXE,,,
317996,GB-0289,small_airport,Finningley Village Airstrip,53.5081624,-0.9409418,,EU,GB,GB-ENG,Finningley,no,,,,,,
326637,BR-0303,closed,Fazenda Santa Helena I Airstrip,-15.75612,-50.934768,1087,SA,BR,BR-GO,Jussara,no,,,,,,
44271,CN-0193,medium_airport,Harbin Air Base,45.59749985,126.6589966,,AS,CN,CN-23,,no,,,,,,Ping Fang Tien Air Base
38352,YFCU,small_airport,Fortescue River Airport,-21.29999924,116.1330032,,OC,AU,AU-WA,,no,YFCU,,,,,
333061,BR-0560,small_airport,Fazenda São Geraldo Airport,-9.573737,-49.718342,538,SA,BR,BR-TO,Caseara,no,SJZG,,TO0035,,,
22471,MT76,small_airport,Smith Farms Airport,47.39970016,-111.4700012,3340,NA_,US,US-MT,Great Falls,no,MT76,,MT76,,,
315597,IT-0087,small_airport,Guglielmo Zamboni,44.475,11.541664,98,EU,IT,IT-45,Ozzano Emilia (BO),no,LIKO,,BO05,,,
328401,KR-0889,heliport,Parkville Apartments Heliport,37.500545,126.889823,,AS,KR,KR-11,Seoul,no,,,,,,Parkville Apartment
318767,KE-0164,small_airport,Meriti Oil Rig Airstrip,1.089888,38.600205,,AF,KE,KE-400,,no,,,,,,
23208,NK82,small_airport,Engineers Airport,43.3158989,-76.01490021,480,NA_,US,US-NY,Constantia,no,NK82,,NK82,,,
24961,TN45,heliport,Cumberland River Hospital Heliport,36.54449844,-85.50050354,600,NA_,US,US-TN,Celina,no,TN45,,TN45,,,
6069,SEPC,small_airport,Patuca Airport,-2.751719952,-78.26360321,1781,SA,EC,EC-S,Patuca,no,SEPC,,,,,
31827,FZVA,small_airport,Lodja Airport,-3.417000055,23.45000076,1647,AF,CD,CD-KE,Lodja,yes,FZVA,LJA,,,,
22237,MO32,small_airport,Table Rock Airport,36.52870178,-93.67690277,1053,NA_,US,US-MO,Golden,no,MO32,,MO32,,,
30336,EERI,small_airport,Ridali Airfield,57.93999863,26.97900009,302,EU,EE,EE-65,Suurküla,no,EERI,,,,https://en.wikipedia.org/wiki/Ridali_Airfield,
1197,CKK5,closed,Eastend Airport,49.54999924,-108.8000031,3040,NA_,CA,CA-SK,Eastend,no,CKK5,,CKK5,,https://en.wikipedia.org/wiki/Eastend_Airport,KK5
6739,03PS,closed,Ziggy's Field,40.849998,-77.905602,1050,NA_,US,US-PA,Bellefonte,no,,,,,,03PS
29669,FAAP,small_airport,Arnot Power Station Airport,-25.94109917,29.81030083,5594,AF,ZA,ZA-MP,Arnot Power Station,no,,,,,,
17624,HI02,closed,Peleau Airport,19.902201,-155.16601,1088,NA_,US,US-HI,Hakalau,no,,,,,,HI02
25114,TS98,closed,Wings Over Texas Airport,32.7869,-96.3069,532,NA_,US,US-TX,Terrell,no,,,,,,TS98
334855,US-1453,closed,Cotton City Landing Area,32.071125,-108.881072,,NA_,US,US-NM,Cotton City,no,,,,,,cotton city
14903,8D8,small_airport,Lake Andes Municipal Airport,43.14799881,-98.54039764,1475,NA_,US,US-SD,Lake Andes,no,8D8,,8D8,,,
29346,ESMH,small_airport,Höganäs Airport,56.18479919,12.57610035,21,EU,SE,SE-M,Höganäs,no,ESMH,,,,,
24802,TA95,heliport,Houston Northwest Medical Center Heliport,30.0177002,-95.44239807,116,NA_,US,US-TX,Spring,no,TA95,,TA95,,,
22408,MT10,heliport,Riverside Heliport,48.215514,-114.298047,2930,NA_,US,US-MT,Kalispell,no,MT10,,MT10,,,
315796,DE-0263,small_airport,Kirn Airfield,49.773,7.5217,1435,EU,DE,DE-RP,Kirn,no,,,,http://www.flugsport-kirn.de/drupal-6.13-DE/node/13,,Meckenbach
19942,KGEY,small_airport,South Big Horn County Airport,44.51679993,-108.0830002,3939,NA_,US,US-WY,Greybull,no,KGEY,GEY,GEY,http://www.bighorncountywy.gov/res-airports.htm,,
318086,RW-0001,small_airport,Gako Airport,-2.2308,30.1809,4770,AF,RW,RW-02,Gako,no,,,,,,
319496,IT-0301,small_airport,Agriturismo Turus,45.923709,13.541016,177,EU,IT,IT-36,Mossa (GO),no,,,GOMOS,,,
19657,KDTA,small_airport,Delta Municipal Airport,39.38059998,-112.5080032,4759,NA_,US,US-UT,Delta,no,KDTA,DTA,DTA,,https://en.wikipedia.org/wiki/Delta_Municipal_Airport,
312261,ZA-0115,small_airport,High Way Airfield,-33.95086944,22.98035833,,AF,ZA,ZA-WC,,no,,,,,,
326260,US-0810,heliport,GAC Waterfront Heliport,30.400611,-86.860526,6,NA_,US,US-FL,Navarre,no,FD32,,FD32,,,
12414,5IS1,heliport,Memorial Hosp Of Carbondale Heliport,37.72700119,-89.22119904,500,NA_,US,US-IL,Carbondale,no,5IS1,,5IS1,,,
326736,PT-0099,small_airport,Pista do Cabeço da Vaca,40.345145,-6.979752,,EU,PT,PT-09,Sabugal,no,,,,,,
333042,US-1177,heliport,Camden Tower Heliport,39.948372,-75.130337,297,NA_,US,US-NJ,Camden,no,NJ02,,NJ02,,,
6779,04MS,small_airport,Nick's Flying Service Inc Airport,32.9396019,-90.83730316,100,NA_,US,US-MS,Rolling Fork,no,04MS,,04MS,,,
28253,CJX8,seaplane_base,Hatchet Lake Seaplane Base,58.633301,-103.583,1286,NA_,CA,CA-SK,,no,CJX8,,CJX8,,https://en.wikipedia.org/wiki/Hatchet_Lake_Water_Aerodrome,JX8
29731,LKBU,small_airport,Bubovice Airport,49.97439957,14.17809963,1401,EU,CZ,CZ-ST,Bubovice,no,LKBU,,,,,
316806,GB-0247,small_airport,Low Farm Airstrip,52.6720111,1.5158978,,EU,GB,GB-ENG,,no,,,,,,
30718,BIGE,small_airport,Geysir Airport,64.31079865,-20.27059937,350,EU,IS,IS-8,Geysir,no,BIGE,,,,,
21314,KVCB,small_airport,Nut Tree Airport,38.37680054,-121.961998,117,NA_,US,US-CA,Vacaville,no,KVCB,,VCB,,,
46581,IN-0053,small_airport,Shibpur Airstrip,13.2363163,93.04973066,,AS,IN,IN-AN,Madhupur,no,,,,,,
14232,7MI7,small_airport,Walker Airport,42.38059998,-85.57749939,750,NA_,US,US-MI,Cooper,no,7MI7,,7MI7,,,
24948,TN32,heliport,Loudon Justice Center Heliport,35.77080154,-84.31310272,904,NA_,US,US-TN,Loudon,no,TN32,,TN32,,,
321698,MX-0349,small_airport,Huajimic Airport,21.682934,-104.305722,3642,NA_,MX,MX-NAY,La Yesca,no,,,HIC,,,
40265,SVQI,small_airport,Tucupido Airport,9.350000381,-65.80000305,377,SA,VE,VE-J,,no,SVQI,,,,,
24519,SD41,small_airport,Shambo Ranch Airport,45.53329849,-101.8339996,2500,NA_,US,US-SD,Lemmon,no,SD41,,SD41,,,
13624,6XS4,small_airport,Noelke Ranch Airport,31.16679955,-101,2500,NA_,US,US-TX,Mertzon,no,6XS4,,6XS4,,,
40217,SVNE,small_airport,Las Mercedes Airport,7.766666889,-70.26667023,492,SA,VE,VE-E,,no,SVNE,,,,,
46204,RU-0349,heliport,Shadrinsk Helipad,56.09824932,63.73311639,,EU,RU,RU-KGN,Shadrinsk,no,,,,,,Вертолётная площадка Шадринск
31104,SKFU,small_airport,Fundación Airport,10.5333,-74.2,150,SA,CO,CO-MAG,Fundación,no,SKFU,FDA,FDA,,,
42489,HTUT,small_airport,Utete Airport,-8.002579689,38.76169968,208,AF,TZ,TZ-19,Utete,no,HTUT,,,,,
321995,US-0384,closed,Beacon Station Air Strip,35.13047,-116.20977,,NA_,US,US-CA,Baker,no,,,,,,
11203,47KS,small_airport,Maxwell Airport,38.77059937,-95.2743988,1011,NA_,US,US-KS,Baldwin City,no,47KS,,47KS,,,
26286,XS63,closed,Texas Air Museum Airport,26.228701,-97.560799,30,NA_,US,US-TX,Rio Hondo,no,,,,,,XS63
317658,FBGY,small_airport,Grundy's Airport,-21.40437,27.694864,3055,AF,BW,BW-NE,Grundy's Lodge,no,FBGY,,,,,FB19
45344,FA25,small_airport,Black Creek Pass Airport,30.50095,-84.0781,95,NA_,US,US-FL,Tallahasse,no,FA25,,FA25,,,
330281,BG-0067,small_airport,Aytos Airstrip,42.6774939,27.2549498,,EU,BG,BG-02,,no,,,,,,
27630,YHYD,small_airport,Hyden Airport,-32.43330002,118.8669968,,OC,AU,AU-WA,,no,YHYD,,,,,
326132,DK-0033,small_airport,Bjedstrup Airstrip,56.071002,9.867514,,EU,DK,DK-U-A,Bjedstrup,no,,,,,,
38699,AR-0024,small_airport,Balcarce Aeroclub Airport,-37.9156,-58.3442,393,SA,AR,AR-B,Balcarce,no,,,BAL,,,
621,CAH4,small_airport,Valemount Airport,52.85329819,-119.3339996,2615,NA_,CA,CA-BC,Valemount,no,CAH4,,CAH4,,https://en.wikipedia.org/wiki/Valemount_Airport,AH4
335321,SIDW,small_airport,Fazenda Cortezia Airport,-13.004636,-56.087606,1355,SA,BR,BR-MT,Lucas do Rio Verde,no,SIDW,,MT0089,,,
45432,KY8,small_airport,Hancock County-Ron Lewis Field,37.953196,-86.857158,412,NA_,US,US-KY,Lewisport,no,,,KY8,,https://en.wikipedia.org/wiki/Hancock_County_Airport,
9883,2XA3,heliport,North Cypress Medical Center Heliport,29.92630005,-95.63249969,130,NA_,US,US-TX,Cypress,no,2XA3,,2XA3,,,
2695,ESOK,medium_airport,Karlstad Airport,59.44469833,13.33740044,352,EU,SE,SE-S,Karlstad,yes,ESOK,KSD,,,https://en.wikipedia.org/wiki/Karlstad_Airport,
17383,FL12,small_airport,Ingalls Field,30.59049988,-84.03040314,183,NA_,US,US-FL,Miccosukee,no,FL12,,FL12,,,
40057,CA-0411,small_airport,Wingham (Inglis Field) Airport,43.897621,-81.335737,1035,NA_,CA,CA-ON,Wingham,no,CWH5,,CWH5,,https://en.wikipedia.org/wiki/Wingham_(Inglis_Field)_Aerodrome,"PP5, CPP5"
44841,NZJB,heliport,Wairau Hospital Heliport,-41.53689957,173.9440002,100,OC,NZ,NZ-MBH,Blenheim,no,NZJB,,,,,
6001,SCAR,medium_airport,Chacalluta Airport,-18.348499,-70.338699,167,SA,CL,CL-AP,Arica,yes,SCAR,ARI,,,https://en.wikipedia.org/wiki/Chacalluta_International_Airport,
320245,IT-0431,small_airport,"Campo di Volo ""Butterfly 2""",45.853,12.456949,,EU,IT,IT-34,Codognè (TV),no,,,TVCOD,,,Butterfly
16468,AZ81,heliport,Boeing Heliport,33.47309875,-111.7269974,1385,NA_,US,US-AZ,Mesa,no,AZ81,,AZ81,,,
40730,SK-352,small_airport,Tobasia Airport,4.078611,-73.079444,604,SA,CO,CO-MET,Puerto López,no,,,PLS,,,
6613,01NH,small_airport,Moore Airfield,43.6445,-72.086998,835,NA_,US,US-NH,Canaan,no,01NH,,01NH,,,Enfield
329476,UA-0124,heliport,Vychivka Helicopter Base,51.8205394,26.2873632,,EU,UA,UA-19,Vychivka,no,,,,,,
22180,MN76,seaplane_base,Marty's Tranquility Base,44.69996262,-93.47189331,911,NA_,US,US-MN,Prior Lake,no,MN76,,MN76,,,45D
26342,Y99,small_airport,Trulson Field,48.0306015,-101.9530029,2105,NA_,US,US-ND,Plaza,no,Y99,,Y99,,,
6220,SPJI,medium_airport,Juanjui Airport,-7.169099808,-76.72859955,1148,SA,PE,PE-SAM,Juanjuí,no,SPJI,JJI,,,,
24728,TA20,heliport,San Jacinto Methodist Hospital Heliport,29.76880074,-94.97910309,24,NA_,US,US-TX,Baytown,no,TA20,,TA20,,,
6570,00W,small_airport,Lower Granite State Airport,46.67350006,-117.4430008,719,NA_,US,US-WA,Colfax,no,00W,,00W,http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm,,0WA0
36946,SJWK,heliport,Fiec Heliport,-3.739444017,-38.50888824,230,SA,BR,BR-CE,Fortaleza,no,SJWK,,,,,
26893,YARM,medium_airport,Armidale Airport,-30.52809906,151.6170044,3556,OC,AU,AU-NSW,Armidale,yes,YARM,ARM,,,https://en.wikipedia.org/wiki/Armidale_Airport,
9669,2OH2,small_airport,Merritt Airport,39.47200012,-83.48989868,990,NA_,US,US-OH,Staunton,no,2OH2,,2OH2,,,
45474,65MI,heliport,Jet Pad Heliport,42.680556,-84.526667,850,NA_,US,US-MI,Lansing,no,65MI,,65MI,,,
308827,EVIA,closed,Cīrava Airport,56.738062,21.359786,75,EU,LV,LV-LE,Cīrava,no,EVIA,,,,,
5945,SBMT,medium_airport,Campo de Marte Airport,-23.50909996,-46.63779831,2368,SA,BR,BR-SP,São Paulo,no,SBMT,,,,https://en.wikipedia.org/wiki/Campo_de_Marte_Airport,
18065,IL93,small_airport,Hendrickson Flying Service Airport,41.94530106,-88.9240036,889,NA_,US,US-IL,Creston,no,IL93,,IL93,,,
9749,2SC5,small_airport,Ridgewood Air Airport,34.29169846,-82.05390167,560,NA_,US,US-SC,Waterloo,no,2SC5,,2SC5,,,
25453,VG18,small_airport,Sky Bryce Airport,38.8158989,-78.77030182,1263,NA_,US,US-VA,Basye,no,VG18,,VG18,,,
1760,CYHH,medium_airport,Nemiscau Airport,51.69110107,-76.13559723,802,NA_,CA,CA-QC,Nemiscau,yes,CYHH,YNS,,,https://en.wikipedia.org/wiki/Nemiscau_Airport,YHH
44713,SJRG,small_airport,Rio Grande Regional Airport,-32.083065,-52.167184,27,SA,BR,BR-RS,Rio Grande,no,SJRG,RIG,RS0013,,https://en.wikipedia.org/wiki/Rio_Grande_Airport,"SBRG, Gustavo Cramer Airport"
45949,38ID,small_airport,Sky Ranch North Airport,43.50944444,-116.6679167,2750,NA_,US,US-ID,Nampa,no,38ID,,38ID,,,
8416,1LL2,small_airport,Spring Brook Airport,41.30059814,-88.63559723,500,NA_,US,US-IL,Seneca,no,1LL2,,1LL2,,,
43420,FR-0080,heliport,Centre Hospitalier Heliport,48.91771317,2.02325201,233,EU,FR,FR-IDF,Poissy,no,,,,,,
16469,AZ82,small_airport,Mogollon Airpark,34.399297,-110.529553,6657,NA_,US,US-AZ,Overgaard,no,AZ82,,AZ82,,,"overgaard, mogollon"
318369,BR-0077,small_airport,Rondolândia Airport,-10.861378,-61.495263,,SA,BR,BR-MT,Rondolândia,no,,,,,,
7514,0S2,closed,Stockton Municipal Airport,39.377201,-99.295097,1973,NA_,US,US-KS,Stockton,no,,,,,,"0S2, KS07"
43610,FR-0268,small_airport,Altisurface Dôme de la Lauze,44.998611,6.245833,11647,EU,FR,FR-ARA,Mont de Lans,no,,,LF3823,,,
322420,FK-0028,small_airport,Weddell Island Airport,-51.875659,-60.90601,,SA,FK,FK-U-A,Weddell Island,no,,,,,,
4708,MMEP,medium_airport,Amado Nervo National Airport,21.4195,-104.843002,3020,NA_,MX,MX-NAY,Tepic,yes,MMEP,TPQ,TNY,http://tepic.asa.gob.mx/wb/webasa/tepic_aeropuertos,https://en.wikipedia.org/wiki/Amado_Nervo_National_Airport,Tepic Airport
31499,GAAO,small_airport,Ansongo Airport,15.69999981,0.5,853,AF,ML,ML-7,Ansongo,no,GAAO,,,,,
2193,EDAX,small_airport,Rechlin-Lärz Airport,53.30638886,12.75222206,220,EU,DE,DE-MV,Lärz,no,EDAX,REB,,,https://en.wikipedia.org/wiki/Rechlin-L%C3%A4rz_Airfield,
41704,UZ-0017,small_airport,Ilich Airport,40.87530136,68.46250153,852,AS,UZ,UZ-JI,Ilich,no,,,,,,
3874,KSDM,medium_airport,Brown Field Municipal Airport,32.57229996,-116.9800034,526,NA_,US,US-CA,San Diego,no,KSDM,SDM,SDM,http://www.sandiego.gov/airports/brown/,https://en.wikipedia.org/wiki/Brown_Field_Municipal_Airport,
19294,KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,NA_,US,US-VA,Fort A. P. Hill,no,KAPH,APH,APH,,https://en.wikipedia.org/wiki/A.P._Hill_Army_Airfield,
313022,AR-0501,small_airport,Caleta Valdés Field,-42.454874,-63.61908,,SA,AR,AR-U,,no,,,,,,
311149,ID-0138,small_airport,Silimo Airstrip,-4.4656,138.9433,5760,AS,ID,ID-PA,Silimo,no,,,,,,
19543,KCQA,small_airport,Lakefield Airport,40.48410034,-84.56009674,894,NA_,US,US-OH,Celina,no,KCQA,,CQA,,,
307963,GB-0132,closed,RAF Bracebridge Heath,53.19244,-0.523584,,EU,GB,GB-ENG,Lincolnshire,no,,,,,https://en.wikipedia.org/wiki/RAF_Bracebridge_Heath,
312694,DE-0143,small_airport,Garbenheimer Wiesen Airfield,50.574,8.529,490,EU,DE,DE-HE,Wetzlar,no,,,,http://www.vfl-wetzlar.de/,,
26983,YEVD,small_airport,Evans Head Aerodrome,-29.09329987,153.4199982,20,OC,AU,AU-NSW,,no,YEVD,EVH,,,https://en.wikipedia.org/wiki/Evans_Head_Memorial_Aerodrome,RAAF Base Evans Head
14894,8CO3,heliport,Fremont Peak Heliport,38.45389938,-105.2860031,7100,NA_,US,US-CO,Canon City,no,8CO3,,8CO3,,,
320797,CBB3,seaplane_base,Lake Muskoka/Boyd Bay Seaplane Base,45.0505,-79.409002,742,NA_,CA,CA-ON,Lake Muskoka,no,CBB3,,CBB3,,,
22966,NE88,small_airport,Novotny/Tonar Farms Airport,41.02080154,-96.86419678,1426,NA_,US,US-NE,Valparaiso,no,NE88,,NE88,,,
318183,UASE,small_airport,Zaysan Airport,47.487491,84.887675,1877,AS,KZ,KZ-VOS,Zaysan,yes,UASZ,SZI,,,https://en.wikipedia.org/wiki/Zaysan_Airport,Zaisan
331137,FR-0389,closed,Polminhac ULM,44.94278,2.577,,EU,FR,FR-ARA,,no,,,LF1525,,,
9303,2AL5,small_airport,Flying J Ranch Airport,34.39279938,-85.66500092,1430,NA_,US,US-AL,Fort Payne,no,2AL5,,2AL5,,,
43521,FR-0181,heliport,Centre Hospitalier Heliport,46.83416748,0.555555999,275,EU,FR,FR-NAQ,Chatellerault,no,,,,,,
20131,KI43,small_airport,James A Rhodes Airport,38.98139954,-82.57790375,726,NA_,US,US-OH,Jackson,no,KI43,,I43,,,
1206,CKM2,small_airport,Sioux Narrows Airport,49.38999939,-93.99530029,1100,NA_,CA,CA-ON,Sioux Narrows,no,CKM2,,CKM2,,https://en.wikipedia.org/wiki/Sioux_Narrows_Airport,KM2
317228,US-0301,heliport,Mad River Community Hospital Heliport,40.895308,-124.090957,35,NA_,US,US-CA,Arcata,no,,,,,,
315397,DE-0199,small_airport,Ippesheim UL,49.6097222,10.2258333,1000,EU,DE,DE-BY,,no,,,,http://www.fsg-ippesheim.de,,
26894,YAUR,small_airport,Aurukun Airport,-13.354067,141.72065,31,OC,AU,AU-QLD,Aurukun,yes,YAUR,AUU,,,https://en.wikipedia.org/wiki/Aurukun_Airport,
318420,MG-0009,small_airport,Ambovombe Airport,-25.204247,46.071143,,AF,MG,MG-U,Ambovombe,no,,,,,,
332827,US-1176,heliport,OLOL Children's Heliport,30.401158,-91.097064,21,NA_,US,US-LA,Baton Rouge,no,23LS,,23LS,,,
38308,YCUD,small_airport,Cuddapan Airport,-25.59000015,141.5079956,,OC,AU,AU-QLD,,no,YCUD,,,,,
46033,US-0120,small_airport,Big Bend Airport,41.2806015,-80.28089905,1315,NA_,US,US-PA,Mercer,no,,,,,,
320176,IT-0415,small_airport,Campo di Volo Scaligero,45.317999,10.708789,,EU,IT,IT-34,Valeggio (VR),no,,,VRVAL,,,Scaligero
319900,PL-0085,small_airport,Stara Wieś Field,49.722995,22.025378,1000,EU,PL,PL-PK,,no,,,,https://www.facebook.com/LotniskoStaraWies,https://pl.wikipedia.org/wiki/L%C4%85dowisko_Stara_Wie%C5%9B,
42614,KE-6646,small_airport,Marrian's Airport,-0.34059,36.91352463,6400,AF,KE,KE-200,Mweiga,no,,,,,,
39441,SLHJ,small_airport,Huacaraje Airport,-13.55000019,-63.7478981,846,SA,BO,BO-B,Itenes,no,SLHJ,BVK,,,,
317690,FBNX,small_airport,Nxamaseri Airport,-18.5992,22.0696,3245,AF,BW,BW-NW,Nxamaseri Lodge,no,FBNX,,,,,Nxamasire
321154,MX-0317,small_airport,Alicia Airport,22.8728,-98.5864,98,NA_,MX,MX-TAM,Gonzalez,no,,,ASH,,,
24141,PN32,heliport,Indiana Hospital Heliport,40.60839844,-79.13559723,1285,NA_,US,US-PA,Indiana,no,PN32,,PN32,,,
314789,RK2L,heliport,C 192 Heliport,37.683856,126.797888,169,AS,KR,KR-41,,no,RK2L,,RK2L,,,
4539,LTBP,small_airport,Yalova Airport,40.68439865,29.3757,6,AS,TR,TR-77,Çiftlikköy,no,LTBP,,,,,
35079,RU-4609,medium_airport,Shatalovo Air Base,54.34000015,32.47330093,630,EU,RU,RU-SMO,Pochinok,no,,,,,https://en.wikipedia.org/wiki/Shatalovo,
15070,8NC8,small_airport,Lake Ridge Aero Park Airport,36.06010056,-78.78330231,309,NA_,US,US-NC,Durham,no,8NC8,,8NC8,,,
326875,US-0840,heliport,Manclark Airway Heliport,33.675027,-117.873166,77,NA_,US,US-CA,Costa Mesa,no,CA30,,CA30,,,
298412,CA-0479,heliport,Williams Lake / Wayne Peterson Heliport,52.12378967,-122.1075654,,NA_,CA,CA-BC,,no,,,,,,
2187,EDAH,medium_airport,Heringsdorf Airport,53.87870026,14.15229988,93,EU,DE,DE-MV,Heringsdorf,yes,EDAH,HDF,,,https://en.wikipedia.org/wiki/Heringsdorf_Airport,
21547,LA80,heliport,Popeyes Heliport,29.96829987,-90.18229675,6,NA_,US,US-LA,New Orleans,no,LA80,,LA80,,,
31311,FZBC,small_airport,Bikoro Airport,-0.73299998,18.13299942,1312,AF,CD,CD-EQ,Bikoro,no,FZBC,,,,,
709,CBQ7,small_airport,Kemess Creek Airport,56.97439957,-126.7409973,4191,NA_,CA,CA-BC,Kemess Creek,no,CBQ7,,CBQ7,,https://en.wikipedia.org/wiki/Kemess_Creek_Airport,BQ7
2246,EDLV,medium_airport,Weeze Airport,51.60240173,6.142169952,106,EU,DE,DE-NW,Weeze,yes,EDLV,NRN,,http://www.airport-weeze.de/de,https://en.wikipedia.org/wiki/Airport_Weeze,"LRC, ETUL, Niederrhein Airport, RAF Laarbruch, Düsseldorf Regional"
